Year,Player,Age,Team,G,GS,Minutes,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2023-2024,Malcolm Brogdon,31,POR,39,25,1121,17,0.56,0.401,0.234,2.6,12.8,7.4,30.9,1.2,0.6,9.9,23,2,0.6,2.6,0.111,2.7,-0.7,2,1.1
2023-2024,Dean Wade,27,CLE,54,32,1108,10.2,0.598,0.871,0.112,3.8,18.2,11.1,5,1.8,2,7.6,10.5,0.9,1.6,2.5,0.11,-1.7,1.8,0.1,0.6
2023-2024,Josh Richardson,30,MIA,43,6,1103,11.4,0.573,0.548,0.156,1.8,10.7,6.2,13.9,1.1,1.2,8.9,16.5,0.9,1.2,2.1,0.093,-1.3,0,-1.3,0.2
2023-2024,Davion Mitchell,25,SAC,72,4,1101,9.3,0.555,0.489,0.13,1.9,7.9,4.8,16,0.7,0.2,11.2,14.9,0.8,0.6,1.3,0.059,-2.4,-1,-3.4,-0.4
2023-2024,Dario Saric,29,GSW,64,9,1098,15.3,0.6,0.508,0.24,7.3,20.4,13.9,17.8,1.4,0.8,15.4,19.5,1.6,1.2,2.8,0.123,0.6,0.4,1,0.9
2023-2024,James Wiseman,22,DET,63,6,1091,14.8,0.637,0.007,0.334,11,23.5,17.2,7.3,0.5,3.1,15.9,16.3,1.3,0.8,2.1,0.094,-2.6,-0.9,-3.5,-0.4
2023-2024,Dante Exum,28,DAL,55,17,1088,13.7,0.645,0.358,0.225,2.5,12.4,7.5,19.3,1,0.4,12.9,15,2.1,0.8,2.9,0.127,-0.3,-0.3,-0.6,0.4
2023-2024,Sam Merrill,27,CLE,61,1,1069,13.1,0.598,0.901,0.071,2.3,10.2,6.3,14.1,0.9,0.3,4.5,17.5,1.9,0.9,2.8,0.125,1.3,-0.8,0.5,0.7
2023-2024,Dennis Smith Jr.,26,BRK,56,2,1059,13.4,0.508,0.322,0.172,5,12.1,8.5,27.3,3.2,1,15.8,17.7,0.5,1.3,1.8,0.08,-2.6,1.8,-0.8,0.3
2023-2024,Shaedon Sharpe,20,POR,32,25,1059,11.4,0.524,0.415,0.274,4.2,13.3,8.5,13.8,1.3,1,12.9,22.4,-0.2,0.6,0.5,0.022,-1.9,-0.9,-2.8,-0.2
2023-2024,Jordan Goodwin,25,PHO,40,0,558,12.5,0.481,0.415,0.15,8.5,14.8,11.8,18.7,2,1.4,12.4,18.2,0.2,0.6,0.8,0.072,-1.3,0.4,-0.9,0.2
2023-2024,Marvin Bagley III,24,WAS,24,15,575,20.5,0.622,0.075,0.286,15.3,20.9,18,7.3,1.2,2.7,10.5,20.9,1.1,0.4,1.6,0.13,1.5,-1.2,0.3,0.3
2023-2024,Torrey Craig,33,CHI,53,14,1049,10.8,0.568,0.61,0.143,7.2,16.1,11.6,7.3,1.4,2.1,10.7,12.5,1,0.9,1.9,0.087,-1.8,-0.2,-2,0
2023-2024,Jalen Smith,23,IND,61,14,1047,20.7,0.682,0.365,0.263,12.1,24.3,18.2,8,0.8,2.9,9.1,19.4,3.1,0.9,4,0.182,3.2,-0.8,2.4,1.2
2023-2024,Dalano Banton,24,POR,30,8,876,14,0.508,0.408,0.223,3.5,15.5,9.1,20.5,1.6,1.8,12,27.2,-0.4,0.7,0.3,0.016,0.1,-0.9,-0.8,0.3
2023-2024,Ziaire Williams,22,MEM,51,15,1038,9.3,0.511,0.5,0.198,3.5,15.9,9.5,11.1,1.7,0.8,13.8,19.7,-0.9,1.1,0.2,0.01,-4,-0.4,-4.5,-0.6
2023-2024,Jae'Sean Tate,28,HOU,65,9,1031,9.3,0.538,0.336,0.17,6.3,14.3,10.2,8.2,2,1.3,13.1,11.7,0.4,1.3,1.8,0.082,-3.7,1.5,-2.3,-0.1
2023-2024,Kenrich Williams,29,OKC,69,1,1029,11.9,0.568,0.504,0.05,6.9,15.4,11.3,11.4,1.8,0.8,10.1,13.4,1.1,1.3,2.5,0.115,-1.1,0.3,-0.8,0.3
2023-2024,Jose Alvarado,25,NOP,56,0,1028,12.5,0.54,0.6,0.151,2.7,11,6.9,15.3,2.8,1.4,9.8,17.3,0.6,1.5,2.1,0.097,-1.5,1.5,-0.1,0.5
2023-2024,Quentin Grimes,23,NYK,45,18,910,9.5,0.543,0.741,0.119,1.7,9.2,5.4,7.8,1.7,0.3,6.5,15.3,0.7,0.9,1.5,0.081,-1.9,0.4,-1.5,0.1
2023-2024,De'Anthony Melton,25,PHI,38,33,1023,13.4,0.533,0.594,0.219,3,12.4,7.6,15.4,2.9,1.4,9,18.3,0.8,1.4,2.1,0.099,-0.7,1.2,0.5,0.7
2023-2024,Daniel Theis,31,LAC,59,3,1007,14.5,0.601,0.242,0.173,9.9,17.2,13.7,8.3,1,4.6,11.9,15.4,1.4,1.2,2.6,0.122,-1.6,0.1,-1.5,0.1
2023-2024,Lonnie Walker IV,25,BRK,58,0,1011,13.1,0.545,0.551,0.12,1.4,12.7,6.9,11.5,1.6,1.8,9,24.4,-0.1,0.9,0.8,0.038,-0.4,-1,-1.4,0.2
2023-2024,Talen Horton-Tucker,23,UTA,51,11,1009,13.4,0.503,0.391,0.234,2.3,10.8,6.6,25.5,2.2,1.7,11.2,24,0.3,0.5,0.8,0.039,-0.9,-0.4,-1.2,0.2
2023-2024,Killian Hayes,22,DET,42,31,1008,10.5,0.474,0.261,0.177,1.2,12.2,6.6,27.8,1.7,1.7,14.3,15.1,0,0.7,0.7,0.032,-2.9,0.2,-2.7,-0.2
2023-2024,Jevon Carter,28,CHI,72,0,1004,8.5,0.485,0.641,0.019,1.2,5.6,3.3,12.9,1.8,1.6,8.9,17.7,-0.5,0.7,0.2,0.009,-3.3,-0.7,-4,-0.5
2023-2024,Luke Kennard,27,MEM,39,22,999,13.1,0.641,0.756,0.143,1.2,11.6,6.2,20.8,1,0.2,13.9,16.7,1.4,0.7,2.1,0.099,0.6,-0.9,-0.3,0.4
2023-2024,Garrison Mathews,27,ATL,66,5,992,8.9,0.665,0.854,0.186,1.8,8.6,5.1,4.8,1,0.7,7.2,11.1,1.4,0.2,1.6,0.077,-2.1,-0.9,-3,-0.2
2023-2024,Jaden Hardy,21,DAL,73,7,989,11.2,0.517,0.468,0.159,2.2,12.2,7.2,15.7,1.1,0.4,10.8,24.9,-0.4,0.7,0.3,0.014,-2,-2.1,-4.1,-0.5
2023-2024,Tre Mann,22,CHO,28,28,868,13.7,0.552,0.388,0.21,2,14.6,8.1,24.3,2.7,0.3,15.7,18.2,0.3,0.6,0.9,0.052,-2,0.5,-1.5,0.1
2023-2024,Cam Reddish,24,LAL,48,26,984,7.7,0.504,0.47,0.231,3.2,7.7,5.6,6,2.3,1.2,10.7,12.7,-0.3,0.9,0.6,0.03,-4,0.8,-3.2,-0.3
2023-2024,Luke Kornet,28,BOS,63,7,983,19.8,0.736,0.005,0.266,13.5,15.1,14.3,8.9,1.2,5.5,8.5,11,3.5,1.6,5.1,0.248,1.6,1.8,3.4,1.3
2023-2024,Keon Ellis,24,SAC,57,21,978,12,0.627,0.724,0.151,3.6,10.8,7.1,11.1,2.5,2.7,13,12.4,1.1,1.2,2.3,0.114,-0.9,2.1,1.2,0.8
2023-2024,Xavier Tillman Sr.,25,MEM,34,13,700,11.8,0.44,0.249,0.202,8.4,16.4,12.3,12.1,2.9,4.7,11.1,16,-0.5,1.2,0.6,0.043,-3.8,2.1,-1.7,0.1
2023-2024,Josh Okogie,25,PHO,60,11,960,12,0.552,0.456,0.495,9.2,9,9.1,8.4,2.4,2.2,12.5,13,1,1.1,2.1,0.104,-1.3,0.8,-0.5,0.4
2023-2024,Goga Bitadze,24,ORL,62,33,957,17.8,0.629,0.067,0.416,13.3,21.9,17.5,11.7,1.7,7,15.1,13.3,1.8,1.9,3.7,0.186,-0.7,2.8,2.1,1
2023-2024,Max Christie,20,LAL,67,7,944,8.4,0.544,0.49,0.191,1.9,14.2,8.4,8,1,1.6,11.8,13.6,-0.1,0.8,0.7,0.036,-3.2,-0.4,-3.6,-0.4
2023-2024,Kevin Love,35,MIA,55,5,924,18.5,0.597,0.68,0.301,7.2,34.5,20.7,19,1,1.1,10.6,21.9,1.7,1.6,3.3,0.17,2.7,1,3.6,1.3
2023-2024,Day'Ron Sharpe,22,BRK,61,1,921,20,0.596,0.051,0.418,18.6,27.9,23.1,14,1.3,4.3,16.7,19.7,1.6,1.3,2.9,0.152,-0.4,0.4,0,0.5
2023-2024,Jonathan Isaac,26,ORL,58,2,914,19.2,0.61,0.392,0.287,9.3,24.2,16.7,4.8,2.3,7.1,7.7,16.7,1.5,2.1,3.6,0.188,1.4,2.4,3.8,1.4
2023-2024,Markelle Fultz,25,ORL,43,18,910,12.6,0.492,0.055,0.101,7.2,10.7,8.9,19.7,2.3,1.5,12.8,18.8,0,1.3,1.3,0.069,-2.6,1.2,-1.4,0.1
2023-2024,Doug McDermott,32,SAS,46,0,700,9.5,0.62,0.805,0.079,1.2,6.2,3.7,11.1,0.7,0.2,9.7,14.9,0.5,0.2,0.8,0.053,-1,-1.8,-2.9,-0.2
2023-2024,Jaylin Williams,21,OKC,69,1,897,12.7,0.561,0.632,0.18,4.7,23.7,14.5,15,1.5,2.8,12.1,13.5,1,1.5,2.4,0.13,-0.8,1.9,1.1,0.7
2023-2024,Nikola Jovic,20,MIA,46,38,896,12.8,0.583,0.58,0.167,3.1,21.3,12.1,14.7,1.4,1.5,12.2,17.1,0.6,1.3,1.9,0.103,-0.9,1.3,0.3,0.5
2023-2024,Bryce McGowens,21,CHO,59,14,882,9.3,0.565,0.443,0.37,2.1,11.2,6.5,8.1,1.2,1.1,10.1,14.9,0.4,0.3,0.6,0.034,-3.7,-1.1,-4.9,-0.6
2023-2024,Cam Whitmore,19,HOU,47,2,880,16.6,0.561,0.471,0.24,5.3,16.7,11,6,1.7,1.8,8.2,27.1,0.4,1.1,1.5,0.082,1,-0.9,0.1,0.5
2023-2024,Jaxson Hayes,23,LAL,70,5,877,14,0.718,0.046,0.469,9.2,17.1,13.4,5,1.8,2.9,16.9,12.5,1.4,1.1,2.5,0.135,-2.8,0.9,-1.9,0
2023-2024,Blake Wesley,20,SAS,61,3,876,10.1,0.537,0.256,0.363,2.2,9.5,5.8,25.3,1.6,0.9,18.1,14.7,0.3,0.6,0.9,0.05,-4,0.1,-4,-0.4
2023-2024,Christian Wood,28,LAL,50,1,872,12.3,0.568,0.432,0.356,5.2,26.1,16.2,7.4,0.9,3.3,14.1,17.6,0,1.1,1.2,0.064,-2.6,-0.2,-2.8,-0.2
2023-2024,Zach LaVine,28,CHI,25,23,872,15.1,0.578,0.449,0.274,1,15.8,8.3,16.8,1.2,0.9,11,23.8,0.8,0.6,1.5,0.08,0.8,-0.7,0.1,0.5
2023-2024,Maxi Kleber,32,DAL,43,7,871,8.8,0.573,0.63,0.322,3.8,14.1,9,9.5,0.9,3,14.4,9.6,0.6,0.8,1.4,0.08,-2.3,1,-1.3,0.2
2023-2024,Justin Holiday,34,DEN,58,9,862,9.7,0.598,0.701,0.021,1.2,7.8,4.6,9.5,2.1,0.9,6.7,10.6,0.9,0.9,1.8,0.101,-2.5,0.9,-1.6,0.1
2023-2024,Trendon Watford,23,BRK,63,2,856,15.7,0.611,0.219,0.312,6.5,18.7,12.4,14.6,1.3,2,15.1,21.1,0.9,0.9,1.8,0.1,-0.9,0.4,-0.5,0.3
2023-2024,Taylor Hendricks,20,UTA,40,23,856,11.8,0.578,0.583,0.121,6,17.7,11.9,5,1.6,3.1,9.7,13.7,0.7,0.6,1.2,0.07,-1.3,-0.4,-1.6,0.1
2023-2024,Dwight Powell,32,DAL,63,9,836,14.5,0.716,0.028,0.84,12.7,15.2,14,12.4,1.5,2.1,18.1,9.1,2.2,0.9,3.1,0.181,-1.1,0.8,-0.3,0.4
2023-2024,Marcus Morris Sr.,34,PHI,37,7,637,10.5,0.559,0.439,0.176,3.1,16.1,9.4,5.7,1,1.6,7.9,16.3,0.3,0.6,1,0.073,-2.3,-1.1,-3.4,-0.2
2023-2024,Caleb Houstan,21,ORL,59,13,815,8.3,0.582,0.937,0.126,4,8.1,6.1,4.8,0.9,0.5,6.9,12.5,0.7,0.8,1.5,0.089,-1.4,-0.5,-1.9,0
2023-2024,Ben Sheppard,22,IND,57,1,814,8.1,0.524,0.681,0.114,2.1,10.3,6.2,7.5,1.9,0.2,5.9,13.2,0.3,0.4,0.8,0.046,-3.3,-0.1,-3.4,-0.3
2023-2024,Jake LaRavia,22,MEM,35,6,806,12.6,0.54,0.515,0.36,6.7,10.9,8.7,11.1,1.8,1.4,11.4,21.1,0.3,0.8,1,0.062,-1.4,-1,-2.5,-0.1
2023-2024,Bismack Biyombo,31,MEM,30,27,718,10,0.56,0,0.387,8.3,21.3,14.5,10.1,0.7,4.4,21.4,10.6,0.1,0.9,1,0.066,-4.8,1.6,-3.2,-0.2
2023-2024,JT Thor,21,CHO,63,3,781,9.1,0.519,0.443,0.109,6,15.3,10.5,5.1,0.7,3.2,7.3,11.7,0.2,0.3,0.6,0.034,-3.5,-1.1,-4.5,-0.5
2023-2024,Isaiah Jackson,22,IND,59,3,771,21.5,0.689,0.017,0.438,13.8,21.2,17.5,8.3,2.1,6.3,12.3,17.2,2.2,1.1,3.3,0.204,0.3,1.4,1.7,0.7
2023-2024,Mitchell Robinson,25,NYK,31,21,768,16.1,0.554,0,0.52,20.7,17.7,19.2,3.1,2.4,4.3,13.8,10.2,1.2,1.3,2.5,0.155,-0.3,0.4,0,0.4
2023-2024,Jock Landale,28,HOU,56,3,763,15.6,0.584,0.194,0.316,12.2,11.9,12.1,11.8,1.3,4,11.7,14.8,1.4,0.9,2.3,0.146,-0.5,0.4,-0.1,0.4
2023-2024,Cody Martin,28,CHO,28,22,753,9.2,0.46,0.4,0.153,2.8,13.9,8.1,19.1,2.1,2.2,16.1,16.1,-0.7,0.5,-0.2,-0.012,-4.1,0.6,-3.5,-0.3
2023-2024,KJ Martin,23,PHI,58,2,715,10,0.569,0.135,0.228,6.1,13.8,9.9,9.6,1.4,1.4,13.8,13.2,0.4,0.7,1.1,0.076,-3.9,-0.1,-4,-0.4
2023-2024,Ish Smith,35,CHO,43,5,741,6.8,0.435,0.051,0.025,1.6,10.2,5.8,26.4,1.1,0.5,22.7,12.3,-0.5,0.2,-0.4,-0.025,-5.6,-1.2,-6.8,-0.9
2023-2024,Mo Bamba,25,PHI,57,17,740,15.4,0.575,0.323,0.253,11.3,24.5,17.8,7.6,1.5,7.4,15.1,15.1,0.6,1.3,2,0.128,-2.3,1.4,-1,0.2
2023-2024,Nick Smith Jr.,19,CHO,51,0,729,8.1,0.511,0.505,0.052,2.7,8.6,5.5,12,0.7,0.9,11.7,20.3,-0.6,0.1,-0.5,-0.036,-3.1,-2.8,-5.9,-0.7
2023-2024,Landry Shamet,26,WAS,46,5,726,10.5,0.556,0.573,0.168,2.3,6.9,4.6,10.2,1.6,1.1,9.3,18.8,0.1,0.2,0.3,0.022,-2.7,-1.3,-4,-0.4
2023-2024,Chris Duarte,26,SAC,59,11,719,8.4,0.512,0.605,0.157,4,12.7,8.3,7.8,1.9,1,10.4,14.9,0,0.7,0.7,0.047,-3.5,0.1,-3.4,-0.2
2023-2024,Jordan Nwora,25,TOR,34,1,529,14.2,0.573,0.438,0.194,4.1,20.4,12.1,12.2,1.8,2,14.8,22.3,-0.1,0.5,0.4,0.035,-0.8,-1.2,-2,0
2023-2024,LaMelo Ball,22,CHO,22,22,711,20.8,0.561,0.466,0.246,4.4,13.7,8.9,43.1,2.8,0.5,15,34.3,0.6,0.5,1.1,0.074,3.8,-0.5,3.3,1
2023-2024,Chris Boucher,31,TOR,50,0,705,16,0.625,0.433,0.424,9.5,23.1,16.1,4.5,1,3,9.8,17.3,1.2,0.6,1.7,0.119,-0.3,-1.4,-1.7,0.1
2023-2024,Jacob Gilyard,25,MEM,37,14,654,11.6,0.597,0.833,0.014,1.3,6.1,3.6,28.5,2,0.7,16.7,11.4,0.9,0.5,1.4,0.103,-1.5,0.2,-1.3,0.1
2023-2024,Bruno Fernando,25,ATL,45,2,682,15.2,0.615,0.021,0.513,9.1,22.2,15.4,9.3,1.8,3.7,16.1,16.7,0.8,0.7,1.5,0.103,-3.1,0.9,-2.3,-0.1
2023-2024,Dalen Terry,21,CHI,59,2,681,10.2,0.512,0.471,0.274,4.7,14.1,9.3,15.6,2,2.7,15.4,13.4,0.1,0.7,0.8,0.06,-3.4,1.1,-2.3,0
2023-2024,Gary Payton II,31,GSW,44,0,680,13.9,0.621,0.301,0.126,7.4,10.5,9,9.4,2.8,2.4,12.3,13.6,0.9,0.9,1.8,0.125,-1.3,2.2,0.9,0.5
2023-2024,Mason Plumlee,33,LAC,46,11,674,15.8,0.621,0.039,0.647,10.4,28.2,19.6,10.8,1,2.3,15.5,15.1,1.2,0.9,2,0.146,-1.1,0.4,-0.8,0.2
2023-2024,Davis Bertans,31,CHO,28,1,583,10.7,0.57,0.846,0.087,1.3,8.7,4.9,6.5,1.9,1.4,7.3,17.7,0.2,0.3,0.4,0.034,-1.4,-0.8,-2.3,0
2023-2024,Keita Bates-Diop,28,PHO,39,8,597,11.3,0.525,0.427,0.24,6,12.8,9.6,7.4,1.8,3,7.3,13,0.4,0.7,1.1,0.089,-1.5,0.3,-1.2,0.1
2023-2024,Jalen Wilson,23,BRK,43,3,664,10.8,0.537,0.413,0.257,7.5,14.2,10.8,9.3,0.8,0.5,8.7,14.3,0.6,0.4,1.1,0.077,-1.8,-1.1,-2.9,-0.2
2023-2024,Craig Porter Jr.,23,CLE,51,6,649,15.4,0.564,0.149,0.246,3.7,15.1,9.4,26.5,1.6,2.1,15.1,20.2,0.6,0.9,1.5,0.108,-0.6,1.1,0.5,0.4
2023-2024,Rayan Rupert,19,POR,39,12,633,5.8,0.451,0.484,0.155,4,12.8,8.1,13.5,0.9,0.4,15.3,13.6,-0.4,0.3,-0.1,-0.009,-5.6,-1.2,-6.7,-0.8
2023-2024,Oshae Brissett,25,BOS,55,1,630,12.8,0.53,0.359,0.542,10.9,16.3,13.7,8.7,1.5,1.1,9.5,14.5,0.8,0.9,1.7,0.131,-2,0.2,-1.8,0
2023-2024,Jordan McLaughlin,27,MIN,56,0,626,15.5,0.638,0.614,0.124,3.4,9.4,6.5,23.7,2.8,1,11.1,12.1,1.4,1.1,2.5,0.193,1.4,2.9,4.2,1
2023-2024,A.J. Green,24,MIL,56,0,614,10.5,0.617,0.862,0.097,1.6,9.6,5.7,6.4,0.7,0.6,5.5,15.2,0.7,0.3,1.1,0.084,-0.4,-1.7,-2.1,0
2023-2024,Johnny Davis,21,WAS,50,6,613,6.2,0.462,0.26,0.156,3.1,9.6,6.3,6.6,1.4,1.3,7.3,12.2,-0.3,0.2,-0.1,-0.009,-5.5,-1.1,-6.6,-0.7
2023-2024,MarJon Beauchamp,23,MIL,48,1,608,9.7,0.592,0.452,0.169,4.1,13.6,8.9,6.7,1,1,13.2,14.6,0.2,0.5,0.7,0.056,-2.3,-0.9,-3.2,-0.2
2023-2024,Marcus Smart,29,MEM,20,20,605,11.8,0.552,0.565,0.236,1,8.9,4.8,22.7,3.3,0.8,19.2,22.9,-0.5,0.7,0.2,0.02,-3.3,0.9,-2.4,0
2023-2024,Jericho Sims,25,NYK,45,11,585,10.9,0.702,0,0.436,10.7,17.5,14.1,5.4,0.7,3,19.6,6,0.9,0.7,1.5,0.127,-2.4,0.7,-1.8,0
2023-2024,Brice Sensabaugh,20,UTA,32,11,584,8.6,0.511,0.528,0.188,3,16.1,9.6,13,1.1,0.9,16.6,20.3,-0.5,0.2,-0.3,-0.024,-3.3,-2.1,-5.5,-0.5
2023-2024,Jarred Vanderbilt,24,LAL,29,6,581,11.6,0.578,0.237,0.316,8.3,17.7,13.2,7.7,2.9,0.7,17.7,11.7,0.3,0.8,1.1,0.089,-2.9,1.3,-1.6,0
2023-2024,Evan Fournier,31,DET,29,0,541,8.9,0.482,0.572,0.169,1,10.3,5.6,11.7,2.2,1.1,8.5,18.6,-0.3,0.4,0,0.002,-4.2,0.3,-3.8,-0.3
2023-2024,Zeke Nnaji,23,DEN,58,0,576,12.4,0.528,0.154,0.416,12.1,12.2,12.1,7,1.3,5.6,13.3,15.4,0.4,0.8,1.2,0.099,-3.8,0.1,-3.7,-0.2
2023-2024,Trey Jemison,24,MEM,23,14,572,11.9,0.582,0,0.184,11.8,13.7,12.7,7.1,1,4.6,18.3,13.5,0.3,0.6,0.9,0.075,-4.7,-0.4,-5.1,-0.4
2023-2024,Andre Jackson Jr.,22,MIL,57,8,572,8.5,0.596,0.46,0.11,8.4,13.1,10.8,10.8,1.3,0.9,21.1,10,0.5,0.5,1,0.081,-3.6,0,-3.6,-0.2
2023-2024,Jared Butler,23,WAS,40,0,566,14.1,0.579,0.388,0.179,1.7,9.5,5.5,30.9,2.4,1.2,18.7,19.9,0.3,0.3,0.6,0.054,-1.5,-0.5,-2.1,0
2023-2024,Kevin Knox II,24,DET,31,11,560,9.9,0.57,0.505,0.118,3.5,11.5,7.5,5.9,1.1,1.1,10.1,16.6,0.1,0.2,0.4,0.033,-2.8,-1.8,-4.6,-0.4
2023-2024,Tristan Thompson,32,CLE,49,0,549,13.9,0.563,0.008,0.433,15.1,20.4,17.8,12.7,1.1,2.3,16.9,13.8,0.6,0.8,1.4,0.119,-2.1,0.6,-1.4,0.1
2023-2024,Julian Strawther,21,DEN,50,0,545,8.2,0.482,0.622,0.14,1,11.1,6.2,11.3,1.5,1.1,8.9,20.7,-0.4,0.6,0.2,0.015,-4.6,-1.4,-6,-0.6
2023-2024,Omer Yurtseven,25,UTA,48,12,545,15,0.565,0.13,0.152,14.7,27.3,21,7.7,0.7,2.9,15.9,17.9,0.3,0.4,0.7,0.062,-1.6,-1.5,-3,-0.1
2023-2024,Vit Krejci,23,ATL,22,14,541,8.4,0.633,0.654,0.058,2.1,8.6,5.2,11.6,1.2,1,15.8,9.8,0.5,0.1,0.6,0.056,-3.3,-0.4,-3.7,-0.2
2023-2024,Bones Hyland,23,LAC,37,5,540,10.8,0.49,0.538,0.092,1.1,10.1,5.7,24.5,2.4,0.7,14.4,24.8,-0.5,0.5,0,0.003,-2.8,-0.8,-3.6,-0.2
2023-2024,Jalen McDaniels,26,TOR,50,1,538,5,0.412,0.376,0.196,3.6,12.7,8.1,9.1,1.7,1,12.8,18.7,-1.1,0.3,-0.8,-0.074,-7.2,-1.8,-9,-1
2023-2024,Scotty Pippen Jr.,23,MEM,21,16,527,16.4,0.596,0.355,0.271,4.4,9.7,7,30.7,3.3,1.8,19.8,23,0.3,0.7,1,0.09,-0.1,1.4,1.3,0.4
2023-2024,Sasha Vezenkov,28,SAC,42,0,511,13.3,0.569,0.628,0.079,6.4,14.8,10.5,5.1,1.9,1.3,5.7,17.5,0.5,0.5,1,0.098,-0.2,-0.7,-0.9,0.1
2023-2024,Danuel House Jr.,30,PHI,34,4,509,8.5,0.575,0.476,0.438,3.4,9.3,6.3,7.2,1.5,0.9,13.2,12.2,0.3,0.4,0.7,0.066,-3.4,-0.5,-4,-0.3
2023-2024,Mark Williams,22,CHO,19,19,508,22.5,0.675,0,0.424,16.3,24.6,20.4,6.8,1.6,3.7,8.7,17.1,1.6,0.5,2.1,0.198,1.6,-0.8,0.8,0.3
